item_id,order_id,product_id,quantity,unit_price,discount_percent,is_return
2262,925,269,3,27907.69,29.85,False
1600,654,196,3,6897.99,22.54,False
55,22,418,5,23775.96,18.98,False
1932,788,5,-2,23681.92,13.64,True
2186,891,540,4,18407.59,29.27,False
639,262,52,1,10184.09,34.51,False
4881,1988,82,6,8903.27,7.42,False
599,245,518,-2,17381.54,5.05,True
819,339,489,6,29650.98,26.76,False
1617,659,37,6,22911.02,17.14,False
3539,1445,481,5,9678.1,5.89,False
2836,1158,349,5,3869.47,16.32,False
1679,687,283,4,8883.59,24.67,False
4831,1969,493,3,19519.54,18.21,False
579,238,409,5,27497.61,10.75,False
3896,1592,540,3,8282.27,6.38,False
3395,1384,159,4,23459.01,4.97,False
3256,1336,77,3,24242.62,21.53,False
2244,917,72,1,24466.49,23.4,False
2055,837,434,6,26097.69,6.67,False
1098,454,524,6,24643.84,22.3,False
617,252,423,3,7787.02,38.26,False
2775,1131,312,2,8203.3,2.29,False
2914,1188,289,4,7736.01,29.15,False
619,254,486,2,24347.01,3.31,False
3206,1314,86,2,6678.1,32.51,False
437,185,206,5,24695.3,36.78,False
4123,1685,60,2,28885.88,4.43,False
2222,907,217,6,12148.69,31.24,False
2576,1047,384,2,13813.22,2.2,False
775,322,7,4,6950.54,22.36,False
807,334,390,2,1581.41,14.84,False
2322,948,49,3,13270.94,22.43,False
3816,1558,369,5,8194.92,3.02,False
2235,912,272,-2,26010.63,16.85,True
3763,1537,135,3,24774.43,29.98,False
3311,1355,386,3,15917.91,3.33,False
1235,509,489,2,22512.42,5.21,False
3291,1349,220,1,5667.88,34.84,False
1231,507,461,4,23317.7,12.57,False
2468,1003,234,2,17446.31,16.81,False
2328,950,163,5,21535.43,36.04,False
3504,1431,408,1,6117.26,3.46,False
2285,934,49,5,22238.02,14.42,False
4485,1826,527,1,13685.07,3.23,False
1093,451,109,5,9658.11,37.21,False
4332,1767,68,2,24009.26,22.1,False
1767,724,490,5,2975.43,33.49,False
1474,608,95,5,24687.51,25.17,False
1345,558,85,5,25312.92,38.52,False
4026,1644,495,4,1299.65,35.37,False
552,228,68,4,6601.54,28.18,False
1145,475,512,6,18815.05,8.2,False
25,11,85,1,23906.21,0.34,False
3103,1272,370,6,16524.48,8.6,False
2624,1066,303,5,15267.7,29.78,False
1187,489,109,1,8675.2,0.6,False
3034,1245,416,3,23371.65,11.73,False
4798,1955,444,3,9502.75,17.21,False
4279,1746,353,4,7307.24,8.26,False
4183,1706,164,4,6618.25,5.1,False
3723,1520,268,4,4909.23,18.68,False
1811,746,132,5,2641.57,20.4,False
4772,1943,411,6,7553.31,19.09,False
1283,534,409,3,26929.24,5.67,False
1044,430,23,5,23938.9,16.74,False
3220,1320,441,5,15196.37,24.21,False
2824,1152,339,1,13569.66,10.5,False
1160,479,177,1,19831.75,11.06,False
3294,1350,538,2,16711.71,12.39,False
3845,1571,281,2,10910.28,9.35,False
4458,1817,298,4,24900.86,31.03,False
977,401,355,2,9447.57,16.24,False
2793,1138,211,2,15698.47,31.07,False
4252,1734,170,6,28143.76,35.85,False
278,115,125,2,2322.65,26.72,False
1127,468,520,2,19613.29,20.53,False
3570,1459,176,1,20298.55,31.02,False
1382,572,352,6,25924.55,30.34,False
4078,1663,378,2,27805.55,12.88,False
3427,1397,255,4,18509.28,0.68,False
4508,1833,487,1,17329.23,38.09,False
3724,1520,290,5,27879.83,27.2,False
2813,1147,462,5,27665.79,19.88,False
2464,1001,329,2,11617.03,10.35,False
370,153,223,5,29001.94,38.27,False
2631,1068,449,5,19350.16,12.56,False
1215,502,394,3,14472.46,39.8,False
959,393,36,1,22528.59,17.11,False
2437,991,529,4,19737.44,4.12,False
2287,935,244,6,9833.54,35.45,False
1191,491,39,4,22926.21,22.06,False
2431,988,399,1,15293.93,35.14,False
895,373,412,3,3209.04,23.31,False
1786,736,349,4,28178.49,36.68,False
2795,1140,134,6,17375.24,20.65,False
3871,1583,352,5,11208.77,27.86,False
2057,838,539,1,23527.73,17.68,False
4206,1717,361,4,10456.73,20.33,False
3344,1366,206,2,25205.75,26.31,False
1676,686,41,1,6341.83,17.51,False
2677,1090,493,3,9367.28,7.89,False
3354,1370,538,1,16009.66,7.95,False
453,190,216,6,15510.1,23.64,False
1184,488,482,2,6163.8,23.83,False
3432,1400,352,1,23318.04,17.24,False
3259,1337,312,1,2990.4,4.59,False
357,146,528,6,27585.31,11.52,False
2192,893,438,5,12716.29,13.07,False
2276,930,57,2,2044.42,10.33,False
3915,1601,323,4,2717.27,11.51,False
1484,612,498,4,4054.89,16.3,False
59,23,544,2,28565.06,17.97,False
1357,562,139,2,12676.83,35.51,False
1633,668,524,6,13156.1,12.15,False
3209,1314,43,6,29761.58,8.53,False
2785,1135,186,1,23824.2,22.54,False
3804,1554,506,6,21049.97,19.38,False
876,364,19,3,15605.09,20.34,False
2406,978,77,3,18147.67,36.43,False
2398,976,443,6,28330.36,12.5,False
351,143,334,3,266.53,13.6,False
2534,1032,343,4,25790.42,39.8,False
2167,883,318,3,8966.27,38.88,False
3288,1348,134,1,17763.83,19.97,False
3613,1477,106,6,17155.82,36.42,False
3257,1336,498,5,20870.54,32.01,False
4678,1904,123,4,19595.67,3.58,False
1253,518,333,1,6647.62,24.19,False
451,189,222,4,1568.21,19.2,False
2340,953,505,4,6798.19,24.53,False
4356,1778,482,3,299.73,4.22,False
731,302,377,6,3648.04,7.26,False
282,116,257,1,16072.04,37.11,False
203,83,405,6,4328.34,4.09,False
2021,825,390,5,23690.68,14.48,False
4186,1708,83,1,20746.01,6.05,False
168,68,32,1,22751.0,32.32,False
3665,1498,83,4,23794.31,21.05,False
4803,1958,329,4,1700.04,22.3,False
3260,1337,544,2,6588.62,24.91,False
302,124,236,6,13051.21,28.77,False
938,387,23,-5,23477.22,18.29,True
3448,1406,26,1,11216.99,30.5,False
1388,575,466,2,15907.89,24.03,False
3278,1345,270,-2,24589.26,0.61,True
4304,1754,180,-2,5182.95,14.46,True
1351,560,12,5,1326.19,18.18,False
622,255,369,4,22941.83,32.95,False
1948,794,413,4,1316.69,24.38,False
3633,1485,506,6,27003.15,28.33,False
3084,1264,178,6,19149.28,35.58,False
940,387,292,4,28612.89,7.74,False
2046,835,153,5,20301.76,36.24,False
3654,1493,368,1,24713.86,22.1,False
1566,641,394,6,21965.49,27.92,False
1038,427,332,6,10109.39,34.89,False
2894,1180,376,1,29861.43,9.53,False
124,50,535,3,8227.18,26.33,False
1315,547,228,4,20875.35,16.79,False
2291,937,24,4,27539.77,29.93,False
4092,1670,134,3,8872.5,20.07,False
3636,1486,300,6,7308.95,8.75,False
2582,1050,161,3,25689.94,5.26,False
4340,1770,173,3,22694.42,19.45,False
4312,1758,36,2,1925.79,38.03,False
3316,1357,501,4,15638.04,19.05,False
540,224,87,4,23229.25,30.57,False
2847,1162,34,4,14321.14,6.54,False
3162,1295,172,3,19738.67,18.45,False
2213,904,309,5,2233.21,16.45,False
2014,822,394,2,507.84,38.09,False
2185,891,264,2,3165.58,38.28,False
655,267,491,5,20438.52,28.67,False
297,123,536,6,5309.02,39.27,False
4479,1824,391,5,11176.63,36.61,False
1615,658,148,2,3659.51,24.99,False
1782,735,143,6,14648.11,32.35,False
904,375,66,1,18390.85,21.28,False
4773,1944,325,1,7815.94,28.93,False
3036,1246,505,2,25542.45,13.0,False
3596,1470,291,4,197.07,7.11,False
478,202,255,6,18392.94,1.02,False
4585,1864,492,5,4522.12,31.73,False
2314,946,244,1,19804.16,2.1,False
2702,1100,102,6,11914.08,38.15,False
3127,1280,199,2,6993.39,39.72,False
880,365,187,4,19772.19,6.4,False
4527,1842,188,3,5317.41,34.31,False
1330,553,21,1,14882.99,24.62,False
3297,1351,387,6,25658.74,21.98,False
1131,470,422,3,27923.51,13.78,False
1931,788,275,4,14597.83,34.76,False
387,160,477,5,25922.33,17.53,False
3492,1425,518,5,22126.69,19.64,False
2183,891,182,5,8177.75,7.65,False
1750,714,113,2,21105.22,15.33,False
2424,986,88,2,13559.35,20.45,False
2229,909,522,5,16672.61,35.46,False
1025,422,352,6,15974.8,8.23,False
3606,1475,346,4,24917.03,21.15,False
1503,619,290,3,12243.72,34.68,False
833,344,418,2,22251.76,1.34,False
1808,745,338,2,18436.61,34.86,False
560,232,461,2,7224.19,31.69,False
3638,1486,505,2,13912.37,38.99,False
4214,1720,35,6,25539.38,27.9,False
3652,1492,203,3,15186.61,28.17,False
2897,1182,543,3,23027.97,32.33,False
1436,591,497,4,28278.04,4.09,False
943,388,110,4,17569.97,1.12,False
3862,1578,480,3,8348.63,6.66,False
1521,625,191,2,20852.54,33.9,False
4225,1723,303,3,29609.12,15.01,False
275,114,169,6,18127.52,0.02,False
196,78,301,2,27351.85,0.93,False
1978,805,185,5,18686.96,9.2,False
3029,1242,413,5,29038.66,15.89,False
2439,992,305,6,12078.11,24.59,False
3642,1488,190,2,3191.6,22.05,False
4205,1717,275,5,12058.77,3.4,False
4708,1916,5,6,12189.7,16.91,False
371,154,334,2,17341.78,22.67,False
1379,569,285,6,24370.52,27.89,False
2885,1177,382,1,19987.2,22.61,False
4328,1766,27,3,22495.97,33.62,False
2420,984,314,4,22787.49,18.06,False
2067,843,110,2,14194.28,30.68,False
4851,1976,253,-5,13383.46,11.13,True
1363,564,23,6,17172.95,5.56,False
1348,559,69,3,26479.81,3.49,False
2105,859,465,4,7166.19,17.85,False
2551,1036,87,6,27696.28,25.18,False
2175,886,521,2,2375.19,36.07,False
2982,1216,73,3,11037.85,17.26,False
1268,527,117,5,6864.64,13.51,False
3889,1589,132,1,24069.38,25.48,False
4190,1709,106,1,4991.02,30.48,False
3304,1353,411,6,1070.6,10.93,False
2755,1123,373,1,3533.22,12.14,False
2555,1039,12,6,8050.27,36.74,False
1161,479,290,6,23015.81,4.04,False
94,37,305,5,3103.03,16.15,False
1866,765,525,3,27357.28,3.35,False
3364,1372,404,4,7504.44,34.03,False
475,201,230,3,10685.87,31.16,False
4071,1661,524,2,3473.32,6.91,False
3646,1490,237,1,18102.34,23.15,False
384,159,134,-2,20289.1,38.88,True
711,293,352,6,9684.79,26.94,False
299,123,41,5,23199.87,10.74,False
2224,907,74,6,5965.67,14.83,False
169,69,85,6,28597.35,3.93,False
4349,1773,129,2,5194.82,2.37,False
3992,1633,192,6,4889.3,5.9,False
4151,1696,79,4,21361.45,33.15,False
2019,825,313,4,28834.83,14.7,False
1817,750,22,5,5678.52,35.79,False
452,190,255,2,22889.63,17.48,False
4610,1874,417,3,11218.59,31.66,False
4438,1811,372,1,6102.61,35.1,False
4604,1871,130,6,17880.0,25.57,False
1146,475,317,4,7858.24,13.99,False
1447,596,184,1,10072.43,24.88,False
1557,636,264,4,3115.24,28.74,False
1591,651,215,3,8182.02,0.53,False
1664,682,526,6,16979.87,2.87,False
900,374,398,6,28377.37,15.97,False
4191,1710,497,5,28183.77,25.5,False
4282,1747,482,5,19175.24,16.1,False
3929,1607,424,1,16626.93,12.36,False
4681,1904,259,4,12580.04,1.48,False
3021,1238,79,3,14295.0,15.63,False
3988,1630,55,1,19737.98,29.31,False
4164,1700,322,1,3585.36,36.26,False
4059,1657,79,1,2844.52,10.04,False
798,332,279,3,13737.23,36.87,False
3825,1562,183,4,27092.72,5.58,False
2609,1061,533,5,29660.5,14.85,False
4132,1689,305,3,14377.61,6.29,False
53,21,202,4,21965.01,1.58,False
2002,816,452,1,23443.18,13.19,False
1960,800,226,3,15061.77,8.28,False
2270,928,172,6,16556.28,13.11,False
4500,1831,186,4,10927.15,26.98,False
3428,1398,292,3,18035.38,11.37,False
3080,1262,55,1,14007.19,38.64,False
3438,1403,362,3,10152.74,33.23,False
1158,478,388,5,3402.84,3.48,False
491,206,23,2,28688.83,30.02,False
3113,1275,276,3,13305.09,17.08,False
2334,952,151,1,19121.73,3.25,False
911,377,199,5,26201.75,0.15,False
893,371,178,1,8952.57,26.51,False
3858,1577,129,1,22148.02,13.68,False
3751,1532,501,4,23380.29,10.94,False
1331,553,194,2,5564.29,35.29,False
804,333,362,3,14160.77,1.51,False
3376,1376,88,6,21017.99,27.21,False
4166,1700,135,3,27940.08,20.43,False
4534,1844,398,3,14514.98,1.92,False
4795,1954,347,5,8444.42,27.58,False
4467,1820,354,1,27820.82,22.79,False
683,278,492,2,8355.72,38.46,False
3513,1434,236,6,599.27,34.6,False
2711,1105,415,4,20248.23,8.72,False
1943,793,286,2,20286.56,19.55,False
2149,876,331,5,2096.39,29.56,False
3510,1433,474,1,29146.99,3.33,False
4736,1930,536,6,15936.53,6.87,False
4415,1799,449,1,10497.45,9.86,False
218,89,175,6,6546.01,24.08,False
4005,1638,458,1,14947.54,10.02,False
2114,863,100,6,18823.66,4.09,False
3002,1226,259,1,27335.82,9.47,False
3172,1299,111,1,22561.69,32.58,False
1234,508,29,2,15856.37,5.89,False
1975,804,455,5,206.19,37.62,False
1074,441,72,5,12337.18,21.75,False
4386,1788,547,5,19490.85,10.33,False
2013,822,418,5,3660.08,22.43,False
3789,1548,68,5,1006.6,32.4,False
2717,1108,493,4,18927.82,38.99,False
4039,1650,342,2,25720.94,35.8,False
4461,1819,522,5,7977.45,36.06,False
1464,603,183,1,821.6,8.36,False
2097,857,498,4,1480.57,0.93,False
2315,946,132,2,788.6,3.53,False
4063,1658,399,1,11390.83,34.6,False
1785,736,227,1,3268.41,39.62,False
2407,979,169,4,29269.86,9.07,False
4218,1721,292,1,13844.27,16.6,False
2148,875,109,4,2185.22,24.01,False
483,204,546,6,18461.0,35.21,False
2552,1037,103,6,14056.15,4.35,False
4418,1801,290,4,29666.0,20.49,False
3414,1394,541,5,2470.05,36.21,False
1596,652,144,6,132.58,28.69,False
262,109,286,1,18235.36,34.31,False
482,203,515,5,23382.09,10.64,False
164,67,226,6,15586.86,24.99,False
1030,424,89,6,11636.44,15.02,False
3051,1251,122,1,27531.24,34.39,False
3160,1294,154,6,569.44,5.86,False
1099,455,113,5,8818.12,33.85,False
4841,1973,46,2,12209.67,23.07,False
1428,589,151,5,28322.46,38.26,False
2854,1165,56,3,16833.83,19.64,False
1507,620,460,6,12705.82,36.86,False
3864,1578,425,5,24823.39,18.7,False
2488,1011,245,3,16661.57,16.78,False
3531,1442,245,1,2168.76,2.29,False
4256,1735,541,1,12283.26,6.44,False
4259,1737,82,5,6751.61,33.0,False
20,9,68,3,1801.4,16.24,False
1549,634,521,6,19065.35,31.75,False
322,132,336,2,10202.85,39.58,False
185,75,268,6,28868.35,25.75,False
1937,790,196,1,16972.66,18.88,False
3768,1539,363,6,25297.43,29.32,False
4758,1938,160,2,2007.82,3.43,False
3415,1394,43,2,15447.73,23.01,False
64,25,337,2,6087.69,27.4,False
3601,1473,51,6,12571.91,31.84,False
2726,1112,264,3,15655.06,30.4,False
6,2,200,4,12585.91,33.04,False
4067,1660,449,1,368.76,4.3,False
4061,1658,173,3,1518.63,32.72,False
3554,1454,210,3,25678.94,29.17,False
2278,931,320,2,18287.16,14.8,False
898,373,398,2,15124.04,37.3,False
4197,1712,111,6,21343.76,29.59,False
1873,767,509,4,2240.19,39.42,False
3683,1504,300,1,7108.95,14.66,False
816,337,292,2,8162.21,16.4,False
2049,836,83,3,12998.53,1.64,False
682,278,69,5,18298.83,6.18,False
4047,1652,80,1,8027.62,23.03,False
4774,1945,161,3,15072.46,39.76,False
982,404,303,1,25338.72,4.76,False
247,103,533,5,20137.38,24.1,False
4038,1650,465,4,29139.33,18.93,False
3670,1500,245,1,29889.72,20.15,False
3236,1327,354,2,11783.31,34.27,False
3366,1373,115,3,23498.53,28.35,False
4119,1684,163,6,1039.31,9.61,False
374,156,333,6,28928.13,31.57,False
2528,1029,123,5,21742.3,14.11,False
665,273,523,3,4628.86,36.11,False
547,226,339,2,453.28,34.31,False
4120,1685,498,6,27960.87,19.95,False
268,111,141,-3,23980.14,29.83,True
4107,1678,494,4,10077.91,24.6,False
4829,1968,261,2,3126.82,35.84,False
2367,963,517,1,11301.86,2.74,False
3347,1366,266,5,29176.16,29.78,False
341,140,339,5,24300.81,17.13,False
3822,1561,265,2,13212.34,0.58,False
4660,1895,223,4,4289.13,6.59,False
1735,707,202,6,27943.49,12.96,False
393,164,357,-6,9153.44,19.12,True
2275,929,319,5,17201.0,21.91,False
4230,1725,258,6,17751.27,29.71,False
1535,629,340,3,9914.84,10.75,False
1278,532,394,2,26022.23,25.64,False
1035,427,5,3,8920.06,20.85,False
695,285,406,-2,29532.4,2.3,True
567,234,493,6,435.0,3.34,False
283,116,475,6,20051.56,6.81,False
1980,806,428,4,27494.08,0.99,False
2425,986,19,6,1832.37,22.1,False
1016,419,436,4,6708.23,31.57,False
1848,761,350,4,4472.12,33.67,False
4904,1996,60,2,28905.93,3.99,False
3827,1562,214,3,3622.51,14.57,False
702,289,208,1,518.36,2.24,False
1688,690,214,3,27768.25,10.23,False
1534,629,538,2,371.87,26.91,False
3880,1586,126,5,17536.31,4.43,False
1352,561,21,3,10963.89,30.12,False
1182,486,455,5,14203.05,31.18,False
3615,1478,222,5,20831.69,15.87,False
761,317,47,5,18253.32,31.52,False
1491,613,90,6,8052.86,0.32,False
3129,1281,533,2,26866.76,33.32,False
4819,1964,182,6,19417.82,35.7,False
2302,941,196,5,3750.69,24.4,False
4029,1646,195,6,18556.33,14.13,False
3000,1225,371,6,5026.5,19.13,False
4388,1790,343,3,21426.54,2.47,False
3696,1508,320,6,7514.45,25.35,False
4424,1805,333,2,5444.92,6.27,False
4140,1692,308,5,2568.25,27.15,False
972,398,4,6,3919.0,7.39,False
2363,961,328,5,27434.16,15.45,False
3134,1284,239,2,19004.45,21.5,False
2329,950,114,5,7439.53,8.39,False
1174,484,215,3,14297.83,4.67,False
492,206,508,2,18526.76,17.16,False
136,55,139,2,6632.27,3.87,False
2393,973,349,1,6580.89,37.55,False
1416,583,179,2,28544.34,7.44,False
852,352,265,4,968.4,10.83,False
3979,1627,19,2,23221.17,19.44,False
2748,1120,41,4,15698.9,8.11,False
941,388,116,4,8740.36,18.33,False
1927,786,336,4,16408.43,9.88,False
4492,1829,499,6,14513.9,25.39,False
1213,501,474,4,10807.28,17.66,False
1650,675,238,4,12875.46,11.93,False
144,57,169,1,29423.08,22.87,False
1200,495,226,-1,27394.95,29.54,True
3876,1585,337,3,28661.69,36.55,False
1116,463,42,-1,17942.08,33.65,True
1463,603,19,2,23675.02,21.84,False
4901,1996,496,6,26355.02,32.74,False
1581,647,304,1,25456.1,8.07,False
1372,567,547,4,9308.03,10.5,False
3922,1604,58,4,5037.99,35.57,False
2378,967,128,1,3382.72,37.99,False
2518,1027,283,2,6971.37,28.85,False
915,378,64,1,16066.06,17.29,False
1360,563,48,4,6236.86,16.59,False
3386,1379,11,2,25258.61,14.05,False
263,109,330,1,23232.26,34.52,False
4709,1916,450,6,22921.37,1.27,False
3462,1411,531,1,16535.02,17.75,False
4621,1877,28,6,27879.49,24.49,False
2696,1098,328,4,3641.43,28.68,False
4128,1687,211,3,29503.58,12.45,False
4794,1953,230,5,28248.1,32.36,False
4769,1941,45,3,15001.43,7.67,False
3239,1328,15,2,28861.71,15.5,False
3120,1278,454,2,18392.45,28.63,False
4163,1700,257,4,10314.89,35.3,False
3702,1509,234,5,12672.25,18.24,False
1740,708,513,1,26918.42,20.61,False
3656,1493,341,3,24532.24,32.98,False
1296,540,367,5,5061.28,18.69,False
4744,1933,439,2,29611.0,33.43,False
3060,1253,95,5,19341.51,5.51,False
1007,414,141,3,5707.19,24.34,False
2891,1179,155,4,20445.66,30.54,False
4276,1744,545,1,16383.42,20.16,False
2693,1097,248,3,23751.82,35.78,False
2023,826,390,6,16514.3,21.46,False
3396,1384,371,2,27371.22,1.51,False
1021,421,138,6,10551.9,9.73,False
3189,1304,452,3,22066.19,23.31,False
107,43,416,5,7662.79,5.13,False
3073,1259,488,6,10676.48,17.4,False
1754,716,117,4,7482.27,24.07,False
2789,1136,147,4,9821.64,34.72,False
698,286,166,5,20510.82,32.52,False
1451,597,506,-4,22518.79,21.38,True
3299,1352,124,5,6454.55,34.26,False
849,352,146,4,10486.47,32.55,False
1048,432,243,3,26793.42,5.43,False
3246,1331,152,3,5461.41,8.12,False
1489,613,54,4,11947.18,9.55,False
4449,1814,123,2,15508.26,19.5,False
4110,1680,210,3,2379.26,21.09,False
4405,1797,110,4,6809.54,0.8,False
4594,1867,96,4,14592.21,28.83,False
2259,923,316,4,26041.68,8.53,False
1450,597,282,4,18307.12,31.19,False
2428,987,509,1,20155.74,6.63,False
502,210,320,5,9439.27,35.7,False
649,265,97,2,10170.64,24.61,False
512,213,301,4,20504.01,10.96,False
4284,1747,149,4,3392.04,21.01,False
4390,1790,329,3,29131.19,0.87,False
872,363,22,3,4574.64,4.52,False
4046,1652,314,2,8785.67,5.89,False
2269,927,358,2,28076.38,31.03,False
3762,1536,489,3,20600.57,30.95,False
2994,1221,485,6,18726.54,10.48,False
2216,905,20,6,749.9,3.18,False
2096,856,491,2,18046.96,18.63,False
2446,994,407,5,11798.67,38.18,False
1637,669,499,4,3136.68,6.83,False
2493,1013,387,5,7831.84,9.06,False
4198,1712,130,6,20691.02,16.58,False
674,275,118,1,25271.43,9.03,False
3273,1343,307,3,24851.09,17.87,False
1976,804,545,1,19346.55,37.93,False
2826,1152,499,1,23787.1,13.19,False
2722,1111,352,2,16056.44,35.42,False
3065,1254,199,-3,21512.47,22.94,True
4248,1732,301,2,8552.35,33.03,False
2001,816,31,1,28241.59,11.64,False
2033,830,327,1,21649.86,23.84,False
2079,848,472,4,3505.86,1.08,False
1979,805,269,6,13360.1,16.99,False
855,354,300,1,1848.84,32.57,False
2196,896,292,6,19387.18,26.68,False
2617,1063,151,1,4127.61,21.17,False
509,212,129,1,7871.17,14.9,False
63,24,547,6,23412.28,34.21,False
2996,1222,194,6,25761.47,6.89,False
3769,1539,119,2,5872.07,4.37,False
146,58,184,2,6009.58,11.8,False
1043,429,119,5,6974.51,12.68,False
3164,1295,463,3,17991.85,2.61,False
4307,1755,407,2,25572.71,11.74,False
3588,1467,486,3,10529.35,33.66,False
1968,802,145,1,19955.72,3.45,False
4719,1922,13,5,5582.16,28.63,False
4394,1793,126,1,9439.22,31.02,False
1910,780,544,6,21283.6,2.4,False
4593,1867,546,6,17459.95,24.26,False
4262,1738,139,1,1866.36,6.24,False
1929,787,290,2,19817.8,3.77,False
2818,1150,324,-6,18829.9,19.68,True
2766,1127,5,1,8693.09,31.55,False
827,342,140,1,25926.86,13.33,False
3093,1268,411,3,21405.66,3.27,False
1068,439,190,-3,24988.21,27.76,True
2754,1123,336,3,20564.49,0.78,False
2069,844,300,-5,8628.6,10.35,True
637,261,182,1,20039.16,7.29,False
3044,1249,281,5,14440.28,28.47,False
2039,833,113,3,4066.39,27.89,False
3725,1521,96,5,29330.14,9.8,False
2203,899,433,1,11592.35,26.49,False
836,346,517,6,24049.79,15.85,False
4002,1636,370,2,15704.99,31.17,False
1888,772,135,5,13168.88,31.3,False
815,337,249,6,7828.51,23.13,False
4633,1885,29,2,28335.77,37.47,False
4112,1681,358,5,5738.96,8.74,False
359,148,137,2,3876.23,24.26,False
3308,1355,360,1,7915.51,4.73,False
2661,1082,269,3,11752.79,12.59,False
1096,453,527,6,6495.43,15.17,False
1032,425,389,3,28699.91,24.54,False
2618,1064,439,3,6496.45,30.82,False
4551,1852,223,1,11876.58,15.6,False
4412,1799,162,5,27511.55,27.5,False
3538,1444,392,-3,7902.7,7.2,True
708,291,353,1,18175.1,6.69,False
746,308,115,3,19406.59,1.87,False
1558,637,107,3,16915.31,13.58,False
2844,1161,24,4,23220.44,1.49,False
3684,1505,311,2,14223.51,39.03,False
2157,880,139,6,21908.46,22.5,False
2768,1128,307,2,12444.94,27.73,False
1879,770,402,3,11638.5,18.77,False
4866,1982,341,3,864.3,9.8,False
2973,1212,269,3,17825.46,33.67,False
1492,614,12,2,17811.72,39.54,False
1764,723,253,3,28647.72,30.79,False
197,79,482,4,23783.6,34.52,False
2656,1079,320,1,10320.0,3.44,False
4054,1655,541,4,19389.9,32.48,False
1149,476,188,4,213.42,15.68,False
2998,1224,206,4,19355.17,31.77,False
3144,1289,210,3,4070.32,39.68,False
2707,1104,198,5,7646.12,30.85,False
1190,490,219,4,4951.85,32.97,False
1959,800,345,5,16733.54,34.16,False
845,350,10,-2,9972.65,22.94,True
1004,413,503,3,17173.34,30.17,False
587,241,243,-2,2700.57,17.26,True
2369,964,211,6,27537.82,24.8,False
4595,1867,399,4,18458.53,25.82,False
3139,1287,17,6,8944.19,33.77,False
3660,1496,440,2,10728.9,24.22,False
3863,1578,442,1,16664.92,27.69,False
3610,1477,102,6,14255.97,6.82,False
2466,1002,10,4,9373.9,37.67,False
2218,905,214,1,19316.74,20.15,False
4204,1716,76,3,17654.33,17.67,False
4600,1869,491,3,14552.84,9.48,False
1759,718,506,5,2310.01,10.04,False
4730,1926,298,1,6858.46,39.43,False
2902,1184,262,3,16991.63,23.1,False
4717,1921,496,5,10848.44,9.84,False
4456,1817,71,1,12503.75,12.14,False
2179,889,172,5,7028.21,15.35,False
274,114,112,4,2466.61,0.43,False
925,382,416,4,2939.66,1.74,False
390,162,207,1,9132.9,36.9,False
2104,859,405,3,24698.81,24.0,False
4287,1748,221,6,6352.62,22.26,False
3685,1505,151,6,20402.56,23.87,False
400,169,124,5,13450.08,28.92,False
3535,1443,264,6,11632.64,28.17,False
537,223,377,3,10222.32,5.83,False
4233,1725,363,5,12919.78,4.98,False
4275,1744,38,6,19864.46,30.04,False
3274,1343,133,1,9470.84,2.89,False
3037,1247,383,5,22306.57,14.24,False
4360,1779,412,1,18270.24,28.34,False
1117,463,528,3,7546.33,4.75,False
2133,870,321,4,2931.92,16.32,False
2963,1207,340,3,27256.43,20.85,False
2440,992,479,3,18424.94,16.05,False
1579,646,392,3,3284.69,7.01,False
958,393,20,6,14215.91,16.58,False
3680,1503,319,6,6470.05,8.2,False
2783,1135,135,2,26796.92,14.72,False
1401,579,306,2,11280.66,16.31,False
2690,1096,156,2,24372.44,32.91,False
2860,1168,427,6,19437.3,35.44,False
2497,1015,272,3,24858.04,13.45,False
824,341,136,2,403.8,12.07,False
4081,1664,30,3,14388.03,18.77,False
577,238,380,3,21297.87,28.16,False
3488,1423,328,1,18814.65,39.56,False
2819,1150,548,2,4785.99,7.63,False
2889,1179,342,6,18014.47,12.85,False
1041,428,220,1,14649.53,8.34,False
141,56,7,4,6569.12,16.47,False
1926,786,262,3,2102.52,13.91,False
3559,1456,522,4,8536.37,18.05,False
1085,448,189,3,19473.58,0.62,False
2373,965,311,6,19494.4,28.33,False
4089,1669,498,3,23936.24,3.48,False
3711,1513,109,6,20093.13,21.5,False
3519,1437,312,1,19608.12,2.59,False
1373,568,299,2,21567.1,23.65,False
214,87,219,4,23783.27,5.36,False
3055,1252,519,3,28298.25,38.84,False
971,397,141,3,10496.17,4.07,False
750,310,317,2,19910.79,37.81,False
1452,597,132,2,2064.1,38.75,False
2737,1116,502,4,21672.37,38.81,False
4767,1941,23,2,5111.53,7.73,False
1425,587,98,3,15883.62,7.58,False
3757,1534,104,2,26589.99,10.17,False
3616,1478,195,5,25656.15,16.49,False
458,193,266,1,27067.9,21.83,False
3517,1436,152,3,20533.78,16.49,False
3823,1561,451,1,14525.94,23.57,False
2962,1206,320,6,7711.76,30.53,False
1326,552,398,5,28535.56,35.77,False
1118,464,251,4,2974.03,35.3,False
29,12,42,2,9971.24,1.56,False
3727,1522,100,5,5064.93,14.69,False
4521,1838,158,-2,16549.21,25.79,True
4540,1847,93,4,28078.41,11.59,False
3264,1339,341,3,13604.59,11.29,False
4823,1965,153,2,28671.57,7.42,False
3076,1260,458,2,13882.62,26.49,False
361,150,533,2,14737.18,8.16,False
3281,1346,219,1,18408.68,19.15,False
