order_id,product_id,category,old_name,price,base_price,status,amount,region,priority,user_id
365,1365,Electronics,item_365,128.13,322.66,Completed,1608.45,North,Medium,365
366,1366,Clothing,item_366,199.55,421.1,Pending,1127.97,South,Medium,366
367,1367,Electronics,item_367,18.18,43.09,Pending,686.44,North,Medium,367
368,1368,Toys,item_368,385.88,217.55,Pending,293.16,South,Medium,368
369,1369,Electronics,item_369,260.54,109.57,Completed,1632.35,West,Low,369
370,1370,Electronics,item_370,161.98,224.37,Completed,220.82,North,Medium,370
371,1371,Toys,item_371,308.33,161.55,Cancelled,1991.25,South,High,371
372,1372,Clothing,item_372,353.73,90.28,Pending,1592.87,East,High,
373,1373,Grocery,item_373,369.14,67.85,Completed,1038.28,West,Medium,373
374,1374,Grocery,item_374,359.04,292.56,Completed,1513.64,East,High,374
375,1375,Toys,item_375,91.77,87.08,Completed,2688.09,North,High,375
376,1376,Electronics,item_376,31.58,432.83,Completed,185.65,East,Medium,376
377,1377,Clothing,item_377,466.27,430.17,Cancelled,2419.19,West,High,377
378,1378,Furniture,item_378,458.77,166.77,Completed,1736.03,North,Low,378
379,1379,Electronics,item_379,97.88,404.13,Completed,2864.53,North,Medium,379
380,1380,Grocery,item_380,170.38,281.01,Completed,1138.31,East,Low,380
381,1381,Toys,item_381,128.87,190.45,Pending,2993.47,South,Low,381
382,1382,Clothing,item_382,83.78,466.87,Completed,737.34,East,Low,382
383,1383,Electronics,item_383,475.99,10.72,Cancelled,1160.01,East,High,383
384,1384,Clothing,item_384,215.71,480.98,Completed,2149.37,North,High,384
385,1385,Toys,item_385,212.4,448.83,Pending,2924.94,North,Low,385
386,1386,Clothing,item_386,322.24,203.23,Cancelled,1725.07,West,Low,386
387,1387,Clothing,item_387,152.92,426.95,Pending,2117.14,East,Medium,387
388,1388,Clothing,item_388,46.6,109.33,Cancelled,371.47,North,High,388
389,1389,Grocery,item_389,209.19,272.6,Completed,1383.16,West,Medium,389
390,1390,Electronics,item_390,87.23,346.17,Cancelled,2105.79,North,High,390
391,1391,Grocery,item_391,82.68,358.47,Pending,1218.92,North,Low,391
392,1392,Clothing,item_392,25.23,208.15,Pending,1690.06,South,High,392
393,1393,Clothing,item_393,69.51,40.22,Completed,435.61,West,Medium,393
394,1394,Electronics,item_394,295.34,136.82,Completed,114.31,North,High,394
395,1395,Furniture,item_395,406.56,55.07,Pending,411.46,West,High,395
396,1396,Toys,item_396,222.25,364.97,Pending,136.97,West,High,396
397,1397,Clothing,item_397,144.74,228.55,Completed,152.22,South,Low,397
398,1398,Furniture,item_398,442.56,244.73,Completed,875.34,South,Medium,398
399,1399,Toys,item_399,132.08,497.1,Cancelled,2394.8,West,Low,399
400,1400,Toys,item_400,392.9,178.58,Cancelled,1532.06,West,Medium,400
401,1401,Grocery,item_401,302.59,24.36,Pending,222.84,West,Low,401
402,1402,Toys,item_402,499.81,487.25,Completed,781.18,South,Medium,402
403,1403,Electronics,item_403,384.38,474.42,Cancelled,2547.19,West,Medium,403
404,1404,Clothing,item_404,96.29,300.33,Cancelled,2108.0,North,Low,404
405,1405,Toys,item_405,286.17,285.92,Completed,2518.26,West,Low,405
406,1406,Furniture,item_406,28.6,37.52,Cancelled,695.49,West,High,406
407,1407,Toys,item_407,108.72,73.94,Cancelled,573.51,East,High,407
408,1408,Toys,item_408,355.3,79.41,Completed,2547.12,East,High,
409,1409,Furniture,item_409,297.15,174.91,Pending,452.53,South,Low,409
410,1410,Furniture,item_410,328.1,95.36,Cancelled,2096.0,East,High,410
411,1411,Clothing,item_411,195.41,369.66,Pending,425.68,North,Low,411
412,1412,Furniture,item_412,426.87,387.71,Cancelled,145.53,East,Low,412
413,1413,Toys,item_413,61.01,253.13,Pending,2248.76,South,Medium,413
414,1414,Clothing,item_414,321.73,481.91,Cancelled,2026.57,East,Medium,414
415,1415,Clothing,item_415,132.28,43.22,Pending,2371.71,North,High,
416,1416,Furniture,item_416,484.86,443.43,Pending,2651.22,East,Low,416
417,1417,Furniture,item_417,396.48,293.25,Cancelled,715.47,West,High,417
418,1418,Electronics,item_418,154.51,166.17,Completed,268.89,South,Medium,418
419,1419,Electronics,item_419,278.05,450.08,Completed,1046.95,West,Low,419
420,1420,Clothing,item_420,307.59,222.76,Completed,348.71,South,High,
421,1421,Toys,item_421,363.8,367.69,Pending,1998.76,East,High,421
422,1422,Furniture,item_422,290.17,421.53,Completed,210.79,North,Medium,422
423,1423,Toys,item_423,245.36,57.52,Completed,553.95,East,High,423
424,1424,Electronics,item_424,161.09,204.76,Pending,2689.89,East,High,424
425,1425,Furniture,item_425,100.59,443.89,Pending,600.42,North,Medium,425
426,1426,Grocery,item_426,120.86,141.6,Completed,495.84,North,High,426
427,1427,Toys,item_427,212.85,380.66,Completed,1683.13,West,Low,427
428,1428,Toys,item_428,346.66,468.82,Cancelled,2650.88,West,Medium,428
429,1429,Electronics,item_429,256.03,451.22,Cancelled,2048.73,South,High,429
430,1430,Furniture,item_430,94.71,492.34,Completed,2434.96,South,High,430
431,1431,Furniture,item_431,108.94,413.06,Completed,2510.62,East,Medium,431
432,1432,Electronics,item_432,52.64,282.62,Cancelled,1012.07,East,Low,432
433,1433,Electronics,item_433,395.41,315.3,Cancelled,2355.97,North,Medium,433
434,1434,Toys,item_434,298.09,381.6,Completed,2778.54,North,Medium,434
435,1435,Grocery,item_435,440.17,139.43,Cancelled,1482.48,West,High,435
436,1436,Furniture,item_436,80.49,308.24,Cancelled,1235.07,West,Medium,436
437,1437,Electronics,item_437,375.42,461.21,Pending,109.69,East,Medium,437
438,1438,Furniture,item_438,430.54,345.58,Completed,446.44,West,Medium,438
439,1439,Furniture,item_439,306.44,53.75,Pending,673.6,West,Low,439
440,1440,Toys,item_440,434.92,412.3,Cancelled,2384.9,North,Medium,440
441,1441,Furniture,item_441,76.47,427.13,Cancelled,135.4,South,High,441
442,1442,Clothing,item_442,26.2,34.77,Pending,2128.67,East,Medium,442
443,1443,Toys,item_443,204.5,462.31,Cancelled,140.16,East,Medium,443
444,1444,Clothing,item_444,480.65,242.55,Cancelled,1081.79,South,Medium,444
445,1445,Electronics,item_445,149.68,199.42,Completed,2568.77,South,High,445
446,1446,Clothing,item_446,141.85,210.66,Completed,2600.66,North,Medium,446
447,1447,Clothing,item_447,304.56,14.15,Pending,1844.61,East,Low,447
448,1448,Grocery,item_448,217.67,194.47,Pending,1404.04,South,Medium,448
449,1449,Toys,item_449,413.91,204.6,Completed,71.68,East,Low,449
450,1450,Toys,item_450,148.51,345.36,Pending,238.32,East,Low,450
451,1451,Grocery,item_451,137.96,358.44,Cancelled,931.43,South,Low,451
452,1452,Electronics,item_452,404.66,403.16,Cancelled,1242.09,East,Low,452
453,1453,Electronics,item_453,331.15,498.76,Pending,2725.39,West,Medium,453
454,1454,Toys,item_454,356.95,290.3,Completed,1062.34,South,Low,454
455,1455,Furniture,item_455,454.2,339.22,Cancelled,935.57,South,Low,455
456,1456,Clothing,item_456,153.95,240.68,Cancelled,813.02,South,Low,456
457,1457,Electronics,item_457,118.9,119.43,Pending,1290.39,East,Medium,457
458,1458,Grocery,item_458,237.24,67.71,Completed,2605.86,North,Medium,458
459,1459,Toys,item_459,68.71,343.54,Cancelled,930.15,North,High,459
460,1460,Clothing,item_460,177.91,493.72,Pending,472.51,South,High,460
461,1461,Clothing,item_461,163.57,38.43,Pending,856.91,South,Low,461
462,1462,Furniture,item_462,394.75,392.08,Completed,1862.72,West,Medium,462
463,1463,Furniture,item_463,197.83,28.49,Completed,2205.44,North,Medium,463
464,1464,Toys,item_464,103.38,341.61,Cancelled,2214.13,South,Low,464
465,1465,Grocery,item_465,73.18,197.94,Cancelled,953.04,North,High,465
466,1466,Grocery,item_466,233.4,264.94,Cancelled,1046.61,South,Medium,466
467,1467,Furniture,item_467,186.03,102.33,Pending,106.42,South,Low,467
468,1468,Clothing,item_468,369.7,298.95,Completed,413.33,North,Medium,468
469,1469,Grocery,item_469,387.91,315.34,Cancelled,2984.31,North,Low,469
470,1470,Electronics,item_470,347.98,214.22,Pending,414.61,East,Medium,470
471,1471,Clothing,item_471,350.64,318.85,Pending,1291.57,North,Low,471
472,1472,Toys,item_472,306.76,77.21,Completed,1559.18,North,Medium,472
473,1473,Electronics,item_473,253.89,308.41,Pending,2502.92,South,Medium,473
474,1474,Grocery,item_474,88.58,278.59,Completed,2080.2,West,Medium,474
475,1475,Electronics,item_475,339.1,454.37,Cancelled,2023.61,South,High,475
476,1476,Electronics,item_476,364.55,59.63,Pending,1950.79,West,Medium,476
477,1477,Electronics,item_477,58.91,95.6,Completed,2564.13,East,Low,477
478,1478,Electronics,item_478,56.55,381.52,Completed,78.53,South,Low,478
479,1479,Grocery,item_479,185.19,224.48,Cancelled,841.51,North,Medium,479
480,1480,Clothing,item_480,65.78,206.12,Pending,851.91,West,Low,480
481,1481,Furniture,item_481,327.93,400.49,Completed,440.91,North,High,481
482,1482,Toys,item_482,246.51,288.78,Pending,584.72,West,Medium,482
483,1483,Clothing,item_483,246.71,249.18,Pending,1350.03,North,Medium,483
484,1484,Electronics,item_484,355.24,342.19,Cancelled,1751.11,South,Low,484
485,1485,Toys,item_485,266.32,353.28,Completed,1326.9,South,Medium,485
486,1486,Furniture,item_486,82.84,414.95,Cancelled,210.97,South,Low,486
487,1487,Furniture,item_487,436.01,46.68,Pending,995.87,East,Medium,487
488,1488,Clothing,item_488,279.74,195.53,Completed,282.55,West,Low,488
489,1489,Furniture,item_489,229.06,68.17,Pending,2248.45,North,High,489
490,1490,Electronics,item_490,282.99,10.08,Completed,2385.76,East,Low,490
491,1491,Furniture,item_491,475.67,188.04,Completed,2458.94,West,Medium,491
492,1492,Toys,item_492,303.98,361.16,Pending,2161.94,North,High,492
493,1493,Clothing,item_493,11.08,184.02,Cancelled,2895.08,East,Low,493
494,1494,Electronics,item_494,32.43,90.44,Completed,2474.42,West,High,494
495,1495,Clothing,item_495,101.9,465.81,Pending,685.99,South,Low,495
496,1496,Furniture,item_496,32.79,320.29,Cancelled,1786.99,West,Medium,496
497,1497,Toys,item_497,75.97,254.43,Cancelled,2221.83,West,Low,497
498,1498,Toys,item_498,392.73,455.99,Cancelled,1756.74,South,High,498
499,1499,Toys,item_499,307.02,167.7,Pending,1285.06,South,Medium,499
500,1500,Grocery,item_500,485.54,231.89,Completed,457.63,East,Low,500
501,1501,Grocery,item_501,358.82,468.4,Cancelled,691.16,South,Low,501
502,1502,Grocery,item_502,461.38,75.01,Cancelled,1967.75,South,Low,502
503,1503,Grocery,item_503,358.07,382.78,Cancelled,1467.09,West,Low,503
504,1504,Toys,item_504,150.1,425.18,Completed,1592.05,North,Medium,504
505,1505,Electronics,item_505,107.95,377.59,Completed,2951.42,East,High,505
506,1506,Grocery,item_506,109.96,275.17,Pending,2451.38,North,Low,506
507,1507,Toys,item_507,433.77,373.78,Cancelled,1197.22,East,Low,507
508,1508,Furniture,item_508,199.9,478.78,Cancelled,972.33,North,High,508
509,1509,Clothing,item_509,314.08,392.65,Pending,2498.45,East,Low,509
510,1510,Toys,item_510,106.27,365.21,Completed,917.82,South,Low,510
511,1511,Clothing,item_511,370.19,68.48,Completed,1314.1,East,High,511
512,1512,Grocery,item_512,12.77,238.5,Completed,167.82,East,Low,512
513,1513,Toys,item_513,423.14,157.57,Cancelled,1672.97,North,Low,513
514,1514,Clothing,item_514,478.92,265.1,Cancelled,520.14,West,High,514
515,1515,Clothing,item_515,335.03,172.22,Pending,694.41,West,Low,515
516,1516,Electronics,item_516,66.21,179.54,Completed,2718.26,South,High,516
517,1517,Grocery,item_517,196.87,400.14,Completed,1188.33,East,High,517
518,1518,Grocery,item_518,262.01,259.28,Pending,179.36,South,Medium,518
519,1519,Electronics,item_519,92.02,478.58,Cancelled,1622.96,North,High,519
520,1520,Clothing,item_520,433.83,217.86,Completed,656.46,West,Low,520
521,1521,Electronics,item_521,375.98,85.34,Pending,2164.76,North,High,521
522,1522,Clothing,item_522,399.17,283.46,Cancelled,2473.78,East,Medium,522
523,1523,Furniture,item_523,222.18,18.28,Cancelled,399.0,North,Low,523
524,1524,Electronics,item_524,380.42,296.95,Cancelled,2552.34,East,Low,524
525,1525,Grocery,item_525,307.22,147.94,Pending,1175.17,North,Medium,525
526,1526,Clothing,item_526,76.83,201.59,Cancelled,920.19,South,Medium,526
527,1527,Grocery,item_527,479.12,15.46,Cancelled,467.05,North,High,527
528,1528,Furniture,item_528,273.2,474.02,Pending,669.66,East,High,528
529,1529,Toys,item_529,79.8,100.16,Cancelled,2512.51,South,High,529
530,1530,Toys,item_530,427.6,427.18,Cancelled,1410.73,North,Medium,530
531,1531,Grocery,item_531,58.12,365.54,Pending,2857.04,East,High,531
532,1532,Clothing,item_532,59.02,313.56,Completed,987.47,West,Medium,532
533,1533,Grocery,item_533,349.79,84.67,Cancelled,1125.26,East,Medium,533
534,1534,Grocery,item_534,130.63,118.55,Cancelled,1940.47,East,Medium,534
535,1535,Grocery,item_535,440.16,236.8,Pending,2335.56,West,Low,535
536,1536,Toys,item_536,50.17,147.5,Completed,2679.33,South,Medium,536
537,1537,Electronics,item_537,366.44,447.13,Cancelled,1913.3,West,Low,537
538,1538,Electronics,item_538,280.28,276.3,Cancelled,1442.71,South,Medium,538
539,1539,Toys,item_539,369.28,152.59,Pending,1528.31,North,Medium,539
540,1540,Electronics,item_540,334.71,425.51,Cancelled,2068.28,South,Medium,540
541,1541,Toys,item_541,474.87,333.11,Completed,2220.96,West,Medium,541
542,1542,Furniture,item_542,123.56,139.53,Completed,176.28,South,Low,
543,1543,Grocery,item_543,200.17,459.77,Completed,167.72,East,High,543
544,1544,Toys,item_544,320.45,144.01,Cancelled,826.78,South,Medium,544
545,1545,Grocery,item_545,297.96,450.13,Completed,1574.16,West,High,545
546,1546,Grocery,item_546,410.45,179.07,Pending,2667.16,North,Low,546
547,1547,Furniture,item_547,91.15,47.77,Cancelled,878.39,South,High,547
548,1548,Toys,item_548,361.48,67.98,Completed,1273.11,East,Low,548
549,1549,Furniture,item_549,244.72,299.49,Cancelled,2508.43,North,High,549
550,1550,Toys,item_550,300.25,76.01,Cancelled,165.61,South,High,
551,1551,Clothing,item_551,263.15,208.67,Cancelled,1930.99,East,High,551
552,1552,Toys,item_552,496.46,434.98,Completed,697.12,West,Low,552
553,1553,Toys,item_553,412.02,99.12,Cancelled,1556.87,South,Low,553
554,1554,Furniture,item_554,302.3,43.73,Pending,1187.11,North,High,554
555,1555,Toys,item_555,345.34,414.99,Cancelled,334.08,West,Low,555
556,1556,Toys,item_556,256.63,67.58,Pending,1995.21,North,Low,556
557,1557,Toys,item_557,216.14,438.66,Cancelled,1612.96,South,Medium,557
558,1558,Furniture,item_558,181.75,404.26,Cancelled,1749.56,West,High,558
559,1559,Clothing,item_559,455.94,51.07,Cancelled,2636.46,West,Medium,559
560,1560,Electronics,item_560,293.21,67.74,Completed,1156.34,South,Low,560
561,1561,Furniture,item_561,187.51,85.84,Cancelled,1776.84,East,Low,561
562,1562,Grocery,item_562,309.82,495.98,Pending,2277.17,West,Low,562
563,1563,Furniture,item_563,97.57,283.96,Pending,798.64,East,Low,563
564,1564,Furniture,item_564,370.53,428.95,Cancelled,401.3,South,Medium,564
565,1565,Clothing,item_565,59.14,259.09,Pending,2412.52,North,High,565
566,1566,Electronics,item_566,404.14,413.4,Pending,2781.29,West,High,566
567,1567,Clothing,item_567,191.71,308.42,Cancelled,1183.76,West,Low,567
568,1568,Grocery,item_568,358.69,302.76,Completed,1938.86,West,High,568
569,1569,Toys,item_569,150.14,26.47,Cancelled,1556.12,South,Low,569
570,1570,Electronics,item_570,186.27,330.96,Completed,306.19,East,Medium,570
571,1571,Furniture,item_571,208.67,108.15,Completed,2223.93,North,High,571
572,1572,Toys,item_572,458.35,180.57,Pending,717.57,South,Medium,572
573,1573,Toys,item_573,12.28,95.77,Cancelled,364.07,North,Low,573
574,1574,Electronics,item_574,403.44,478.79,Cancelled,2448.78,East,Low,574
575,1575,Furniture,item_575,285.95,387.28,Pending,2885.65,West,Low,575
576,1576,Toys,item_576,432.39,246.17,Pending,249.29,South,Low,576
577,1577,Grocery,item_577,212.09,183.02,Cancelled,78.68,East,High,577
578,1578,Furniture,item_578,340.11,412.33,Completed,1685.93,South,Medium,578
579,1579,Clothing,item_579,448.21,141.85,Cancelled,2065.17,South,Medium,579
580,1580,Clothing,item_580,370.36,437.64,Completed,726.16,South,Low,580
581,1581,Electronics,item_581,68.74,48.46,Cancelled,1503.36,North,Low,581
582,1582,Furniture,item_582,191.89,164.55,Cancelled,2612.87,West,High,582
583,1583,Toys,item_583,147.33,118.83,Cancelled,428.33,West,Medium,583
584,1584,Electronics,item_584,256.21,202.92,Cancelled,2338.92,West,High,584
585,1585,Furniture,item_585,164.67,14.13,Cancelled,671.72,North,Medium,585
586,1586,Grocery,item_586,101.7,138.8,Pending,1440.47,East,Medium,586
587,1587,Furniture,item_587,113.16,353.35,Pending,1126.98,West,Medium,587
588,1588,Toys,item_588,74.26,292.19,Completed,2451.86,East,High,588
589,1589,Furniture,item_589,106.07,402.02,Cancelled,491.17,North,High,589
590,1590,Clothing,item_590,497.83,426.2,Cancelled,1625.25,East,Medium,590
591,1591,Toys,item_591,430.67,33.38,Completed,2087.1,North,High,591
592,1592,Furniture,item_592,421.1,57.19,Cancelled,1037.24,East,Medium,592
593,1593,Grocery,item_593,178.63,211.76,Pending,2608.74,South,Low,593
594,1594,Toys,item_594,95.52,392.35,Pending,1009.02,West,Low,594
595,1595,Electronics,item_595,196.72,150.4,Cancelled,2871.95,South,Low,595
596,1596,Grocery,item_596,216.69,310.03,Pending,2554.26,North,High,596
597,1597,Clothing,item_597,163.61,329.98,Cancelled,839.04,West,Medium,597
598,1598,Grocery,item_598,376.47,265.26,Pending,1271.27,South,High,598
599,1599,Clothing,item_599,334.39,470.81,Cancelled,2261.73,South,High,599
600,1600,Electronics,item_600,41.26,440.56,Cancelled,208.79,West,Low,600
601,1601,Electronics,item_601,60.92,312.87,Completed,1981.76,West,Medium,601
602,1602,Grocery,item_602,227.15,71.94,Cancelled,2523.63,North,High,602
603,1603,Grocery,item_603,433.48,238.92,Cancelled,2807.83,West,High,603
604,1604,Toys,item_604,96.75,302.82,Cancelled,2259.29,West,Low,604
605,1605,Toys,item_605,161.73,180.11,Cancelled,720.03,North,Medium,605
606,1606,Furniture,item_606,137.31,158.75,Completed,1593.78,South,Medium,606
607,1607,Toys,item_607,14.08,461.82,Pending,933.85,West,Medium,607
608,1608,Electronics,item_608,278.62,102.4,Cancelled,1339.46,South,High,608
609,1609,Furniture,item_609,415.93,118.09,Completed,1295.61,South,Low,609
610,1610,Toys,item_610,405.71,345.47,Pending,1962.95,East,Medium,610
611,1611,Electronics,item_611,99.38,151.9,Cancelled,1393.26,West,Medium,611
612,1612,Furniture,item_612,102.02,19.5,Completed,2910.66,North,High,612
613,1613,Grocery,item_613,141.91,360.45,Cancelled,74.2,North,High,613
614,1614,Clothing,item_614,177.54,162.67,Pending,2993.99,West,Low,
615,1615,Grocery,item_615,49.31,377.78,Completed,215.31,West,High,615
616,1616,Clothing,item_616,104.17,422.35,Pending,2493.34,North,Low,616
617,1617,Furniture,item_617,131.11,497.32,Completed,1409.46,North,Low,617
618,1618,Clothing,item_618,241.68,343.91,Pending,2811.83,South,Low,618
619,1619,Toys,item_619,265.25,134.12,Cancelled,931.5,East,High,619
620,1620,Clothing,item_620,486.9,125.62,Pending,1007.31,South,Medium,620
621,1621,Furniture,item_621,396.68,14.38,Completed,1764.18,West,Low,621
622,1622,Grocery,item_622,387.69,131.87,Pending,319.63,East,Low,622
623,1623,Grocery,item_623,325.84,353.65,Completed,421.19,South,Medium,623
624,1624,Grocery,item_624,404.71,224.97,Completed,112.99,West,Medium,624
625,1625,Grocery,item_625,450.34,247.8,Pending,1699.12,West,High,625
626,1626,Toys,item_626,180.36,368.88,Pending,2609.6,South,High,626
627,1627,Furniture,item_627,154.88,139.04,Pending,1389.53,West,Low,627
628,1628,Electronics,item_628,313.67,188.4,Cancelled,754.42,North,Low,628
629,1629,Furniture,item_629,103.04,344.78,Cancelled,504.69,East,Medium,629
630,1630,Grocery,item_630,64.13,266.37,Completed,179.14,South,High,630
631,1631,Clothing,item_631,62.46,103.89,Completed,1734.49,West,Low,631
632,1632,Toys,item_632,353.64,135.41,Pending,701.13,North,High,632
633,1633,Clothing,item_633,331.32,464.92,Completed,1430.77,North,Medium,633
634,1634,Furniture,item_634,412.79,399.18,Completed,2479.75,East,Low,634
635,1635,Electronics,item_635,418.88,48.19,Completed,2883.73,North,High,
636,1636,Toys,item_636,198.81,104.63,Cancelled,783.85,South,Low,636
637,1637,Furniture,item_637,375.59,385.48,Cancelled,1105.99,West,Low,637
638,1638,Electronics,item_638,91.74,98.39,Pending,1538.84,South,Low,638
639,1639,Furniture,item_639,467.42,452.22,Cancelled,2974.82,East,Medium,639
640,1640,Furniture,item_640,414.82,168.49,Completed,1711.28,South,Medium,640
641,1641,Grocery,item_641,186.4,231.68,Pending,50.58,North,Medium,641
642,1642,Toys,item_642,76.19,446.26,Completed,935.99,South,High,642
643,1643,Electronics,item_643,388.05,472.24,Pending,2761.38,South,High,643
644,1644,Grocery,item_644,86.49,139.84,Cancelled,787.08,East,Medium,
645,1645,Furniture,item_645,288.84,116.54,Completed,2184.56,West,High,645
646,1646,Toys,item_646,411.56,56.73,Cancelled,936.16,West,High,646
647,1647,Grocery,item_647,180.49,410.4,Pending,2794.23,North,High,647
648,1648,Toys,item_648,465.04,320.6,Cancelled,1178.34,East,Low,648
649,1649,Toys,item_649,286.81,170.15,Cancelled,701.35,North,Low,
650,1650,Furniture,item_650,485.81,378.89,Cancelled,1538.95,South,Medium,650
651,1651,Furniture,item_651,82.53,174.72,Pending,1735.75,North,Low,651
652,1652,Electronics,item_652,205.28,222.9,Cancelled,434.61,South,Medium,652
653,1653,Furniture,item_653,203.71,289.95,Cancelled,1867.19,South,High,653
654,1654,Furniture,item_654,168.47,462.83,Completed,381.96,West,Medium,654
655,1655,Clothing,item_655,167.16,301.0,Completed,2320.56,South,Medium,655
656,1656,Furniture,item_656,315.36,225.83,Completed,639.07,East,High,656
657,1657,Electronics,item_657,65.06,36.72,Cancelled,2783.85,East,High,657
658,1658,Electronics,item_658,159.51,240.88,Pending,666.58,South,High,658
659,1659,Grocery,item_659,278.91,315.29,Completed,2100.46,North,Medium,659
660,1660,Toys,item_660,31.31,93.46,Pending,642.05,East,High,660
661,1661,Electronics,item_661,42.63,333.58,Cancelled,2563.64,East,High,661
662,1662,Furniture,item_662,123.27,196.54,Cancelled,343.83,East,Medium,
663,1663,Toys,item_663,53.13,107.45,Pending,1704.03,North,High,663
664,1664,Toys,item_664,159.41,250.07,Cancelled,513.17,East,Low,664
665,1665,Grocery,item_665,125.74,489.34,Cancelled,863.84,North,Low,665
666,1666,Furniture,item_666,446.3,409.28,Completed,2835.2,East,High,666
667,1667,Furniture,item_667,331.9,53.02,Pending,1586.12,South,Medium,667
668,1668,Clothing,item_668,218.97,163.07,Cancelled,1021.39,South,High,668
669,1669,Toys,item_669,275.26,402.05,Completed,961.55,South,Medium,669
670,1670,Clothing,item_670,331.55,286.77,Completed,986.61,North,High,670
671,1671,Clothing,item_671,366.27,385.06,Pending,2885.53,East,Medium,671
672,1672,Grocery,item_672,84.46,102.09,Completed,595.0,East,Low,672
673,1673,Clothing,item_673,302.22,123.15,Completed,1109.82,West,High,673
674,1674,Toys,item_674,239.69,328.29,Completed,2563.78,West,Medium,674
675,1675,Clothing,item_675,120.87,210.21,Completed,2780.03,West,High,675
676,1676,Clothing,item_676,381.31,42.41,Pending,2608.03,West,Low,676
677,1677,Furniture,item_677,444.92,219.5,Completed,1843.39,West,Low,677
678,1678,Toys,item_678,470.18,290.25,Cancelled,1599.43,North,Low,678
679,1679,Furniture,item_679,415.23,30.78,Completed,1580.17,West,Low,679
680,1680,Furniture,item_680,262.9,319.02,Completed,610.06,West,Medium,
681,1681,Grocery,item_681,236.06,217.01,Cancelled,2761.15,South,Medium,681
682,1682,Furniture,item_682,54.32,255.32,Completed,2347.26,South,Medium,682
683,1683,Furniture,item_683,22.21,232.3,Cancelled,2692.59,West,High,683
684,1684,Clothing,item_684,362.0,70.54,Completed,2133.37,East,High,684
685,1685,Furniture,item_685,366.17,487.84,Cancelled,2851.77,West,Low,685
686,1686,Clothing,item_686,457.0,287.09,Cancelled,2594.88,South,High,686
687,1687,Electronics,item_687,215.6,161.66,Pending,901.9,South,High,687
688,1688,Clothing,item_688,11.73,385.04,Completed,1403.0,West,Low,688
689,1689,Toys,item_689,442.52,126.56,Cancelled,1995.44,West,Medium,689
690,1690,Toys,item_690,304.05,129.91,Cancelled,870.43,South,High,690
691,1691,Electronics,item_691,330.11,27.99,Completed,2017.64,East,Medium,691
692,1692,Electronics,item_692,63.35,496.93,Completed,2032.67,South,Medium,692
693,1693,Grocery,item_693,466.43,55.63,Pending,1002.32,West,High,693
694,1694,Toys,item_694,41.81,240.7,Completed,2099.13,East,Medium,694
695,1695,Toys,item_695,112.82,112.43,Completed,372.44,North,Medium,695
696,1696,Toys,item_696,467.61,493.28,Pending,1309.81,East,Medium,696
697,1697,Toys,item_697,183.39,73.56,Cancelled,1514.37,West,Medium,697
698,1698,Toys,item_698,124.03,152.34,Completed,54.66,North,Medium,698
699,1699,Electronics,item_699,371.36,111.59,Cancelled,2997.01,West,High,699
700,1700,Toys,item_700,404.96,114.05,Cancelled,643.5,East,Medium,700
701,1701,Grocery,item_701,157.14,279.5,Completed,385.82,East,Medium,701
702,1702,Toys,item_702,311.84,24.27,Completed,622.35,East,Low,702
703,1703,Furniture,item_703,400.65,326.37,Pending,508.39,West,Low,703
704,1704,Furniture,item_704,394.15,212.84,Cancelled,215.27,East,Low,704
705,1705,Grocery,item_705,282.04,19.17,Cancelled,2072.21,East,High,705
706,1706,Grocery,item_706,421.96,176.18,Pending,1898.21,South,Low,706
707,1707,Clothing,item_707,301.64,433.65,Pending,2130.54,East,Low,707
708,1708,Furniture,item_708,52.53,439.75,Pending,1383.12,East,High,
709,1709,Clothing,item_709,64.99,394.62,Completed,2744.39,West,Low,709
710,1710,Furniture,item_710,453.43,85.5,Pending,2774.73,East,Medium,
711,1711,Electronics,item_711,412.85,469.63,Cancelled,2978.53,South,Low,711
712,1712,Furniture,item_712,359.7,265.95,Completed,967.39,North,Low,
713,1713,Electronics,item_713,173.31,445.7,Completed,1585.7,East,High,713
714,1714,Grocery,item_714,323.04,112.82,Completed,618.01,East,Low,714
715,1715,Furniture,item_715,338.85,143.6,Completed,857.23,North,Low,715
716,1716,Electronics,item_716,111.22,181.66,Pending,849.6,East,Low,716
717,1717,Electronics,item_717,162.58,447.2,Cancelled,1358.76,South,High,717
718,1718,Electronics,item_718,61.9,36.36,Pending,1206.15,West,Low,718
719,1719,Grocery,item_719,410.55,359.32,Cancelled,2437.43,North,Medium,719
720,1720,Electronics,item_720,408.3,460.65,Pending,336.93,East,Low,720
721,1721,Furniture,item_721,240.57,474.25,Completed,2590.23,East,Medium,721
722,1722,Grocery,item_722,396.5,442.38,Pending,1488.14,North,Medium,722
723,1723,Furniture,item_723,236.01,93.69,Pending,1833.1,South,Low,723
724,1724,Electronics,item_724,169.68,328.23,Pending,1621.6,West,Low,724
725,1725,Toys,item_725,129.41,87.92,Pending,1182.26,East,High,725
726,1726,Toys,item_726,221.26,490.3,Cancelled,2372.61,South,High,726
727,1727,Electronics,item_727,372.29,358.84,Pending,387.25,West,Medium,727
728,1728,Furniture,item_728,96.33,478.38,Completed,1814.86,West,Medium,728
729,1729,Electronics,item_729,54.36,410.35,Cancelled,2714.61,North,High,729
730,1730,Furniture,item_730,270.32,201.09,Cancelled,1369.12,South,Low,730
