item_id,order_id,product_id,quantity,unit_price,discount_percent
4252,1734,170,6,28143.76,35.85
278,115,125,2,2322.65,26.72
1127,468,520,2,19613.29,20.53
3570,1459,176,1,20298.55,31.02
1382,572,352,6,25924.55,30.34
4078,1663,378,2,27805.55,12.88
3427,1397,255,4,18509.28,0.68
4508,1833,487,1,17329.23,38.09
3724,1520,290,5,27879.83,27.2
2813,1147,462,5,27665.79,19.88
2464,1001,329,2,11617.03,10.35
370,153,223,5,29001.94,38.27
2631,1068,449,5,19350.16,12.56
1215,502,394,3,14472.46,39.8
959,393,36,1,22528.59,17.11
2437,991,529,4,19737.44,4.12
2287,935,244,6,9833.54,35.45
1191,491,39,4,22926.21,22.06
2431,988,399,1,15293.93,35.14
895,373,412,3,3209.04,23.31
1786,736,349,4,28178.49,36.68
2795,1140,134,6,17375.24,20.65
3871,1583,352,5,11208.77,27.86
2057,838,539,1,23527.73,17.68
4206,1717,361,4,10456.73,20.33
3344,1366,206,2,25205.75,26.31
1676,686,41,1,6341.83,17.51
2677,1090,493,3,9367.28,7.89
3354,1370,538,1,16009.66,7.95
453,190,216,6,15510.1,23.64
1184,488,482,2,6163.8,23.83
3432,1400,352,1,23318.04,17.24
3259,1337,312,1,2990.4,4.59
357,146,528,6,27585.31,11.52
2192,893,438,5,12716.29,13.07
2276,930,57,2,2044.42,10.33
3915,1601,323,4,2717.27,11.51
1484,612,498,4,4054.89,16.3
59,23,544,2,28565.06,17.97
1357,562,139,2,12676.83,35.51
1633,668,524,6,13156.1,12.15
3209,1314,43,6,29761.58,8.53
2785,1135,186,1,23824.2,22.54
3804,1554,506,6,21049.97,19.38
876,364,19,3,15605.09,20.34
2406,978,77,3,18147.67,36.43
2398,976,443,6,28330.36,12.5
351,143,334,3,266.53,13.6
2534,1032,343,4,25790.42,39.8
2167,883,318,3,8966.27,38.88
3288,1348,134,1,17763.83,19.97
3613,1477,106,6,17155.82,36.42
3257,1336,498,5,20870.54,32.01
4678,1904,123,4,19595.67,3.58
1253,518,333,1,6647.62,24.19
451,189,222,4,1568.21,19.2
2340,953,505,4,6798.19,24.53
4356,1778,482,3,299.73,4.22
731,302,377,6,3648.04,7.26
282,116,257,1,16072.04,37.11
203,83,405,6,4328.34,4.09
2021,825,390,5,23690.68,14.48
4186,1708,83,1,20746.01,6.05
168,68,32,1,22751.0,32.32
3665,1498,83,4,23794.31,21.05
4803,1958,329,4,1700.04,22.3
3260,1337,544,2,6588.62,24.91
302,124,236,6,13051.21,28.77
938,387,23,-5,23477.22,18.29
3448,1406,26,1,11216.99,30.5
1388,575,466,2,15907.89,24.03
3278,1345,270,-2,24589.26,0.61
4304,1754,180,-2,5182.95,14.46
1351,560,12,5,1326.19,18.18
622,255,369,4,22941.83,32.95
1948,794,413,4,1316.69,24.38
3633,1485,506,6,27003.15,28.33
3084,1264,178,6,19149.28,35.58
940,387,292,4,28612.89,7.74
2046,835,153,5,20301.76,36.24
3654,1493,368,1,24713.86,22.1
1566,641,394,6,21965.49,27.92
1038,427,332,6,10109.39,34.89
2894,1180,376,1,29861.43,9.53
124,50,535,3,8227.18,26.33
1315,547,228,4,20875.35,16.79
2291,937,24,4,27539.77,29.93
4092,1670,134,3,8872.5,20.07
3636,1486,300,6,7308.95,8.75
2582,1050,161,3,25689.94,5.26
4340,1770,173,3,22694.42,19.45
4312,1758,36,2,1925.79,38.03
3316,1357,501,4,15638.04,19.05
540,224,87,4,23229.25,30.57
2847,1162,34,4,14321.14,6.54
3162,1295,172,3,19738.67,18.45
2213,904,309,5,2233.21,16.45
2014,822,394,2,507.84,38.09
2185,891,264,2,3165.58,38.28
655,267,491,5,20438.52,28.67
297,123,536,6,5309.02,39.27
4479,1824,391,5,11176.63,36.61
1615,658,148,2,3659.51,24.99
1782,735,143,6,14648.11,32.35
904,375,66,1,18390.85,21.28
4773,1944,325,1,7815.94,28.93
3036,1246,505,2,25542.45,13.0
3596,1470,291,4,197.07,7.11
478,202,255,6,18392.94,1.02
4585,1864,492,5,4522.12,31.73
2314,946,244,1,19804.16,2.1
2702,1100,102,6,11914.08,38.15
3127,1280,199,2,6993.39,39.72
880,365,187,4,19772.19,6.4
4527,1842,188,3,5317.41,34.31
1330,553,21,1,14882.99,24.62
3297,1351,387,6,25658.74,21.98
1131,470,422,3,27923.51,13.78
1931,788,275,4,14597.83,34.76
387,160,477,5,25922.33,17.53
3492,1425,518,5,22126.69,19.64
2183,891,182,5,8177.75,7.65
1750,714,113,2,21105.22,15.33
2424,986,88,2,13559.35,20.45
2229,909,522,5,16672.61,35.46
1025,422,352,6,15974.8,8.23
3606,1475,346,4,24917.03,21.15
1503,619,290,3,12243.72,34.68
833,344,418,2,22251.76,1.34
1808,745,338,2,18436.61,34.86
560,232,461,2,7224.19,31.69
3638,1486,505,2,13912.37,38.99
4214,1720,35,6,25539.38,27.9
3652,1492,203,3,15186.61,28.17
2897,1182,543,3,23027.97,32.33
1436,591,497,4,28278.04,4.09
943,388,110,4,17569.97,1.12
3862,1578,480,3,8348.63,6.66
1521,625,191,2,20852.54,33.9
4225,1723,303,3,29609.12,15.01
275,114,169,6,18127.52,0.02
196,78,301,2,27351.85,0.93
1978,805,185,5,18686.96,9.2
3029,1242,413,5,29038.66,15.89
2439,992,305,6,12078.11,24.59
3642,1488,190,2,3191.6,22.05
4205,1717,275,5,12058.77,3.4
4708,1916,5,6,12189.7,16.91
371,154,334,2,17341.78,22.67
1379,569,285,6,24370.52,27.89
2885,1177,382,1,19987.2,22.61
4328,1766,27,3,22495.97,33.62
2420,984,314,4,22787.49,18.06
2067,843,110,2,14194.28,30.68
4851,1976,253,-5,13383.46,11.13
1363,564,23,6,17172.95,5.56
1348,559,69,3,26479.81,3.49
2105,859,465,4,7166.19,17.85
2551,1036,87,6,27696.28,25.18
2175,886,521,2,2375.19,36.07
2982,1216,73,3,11037.85,17.26
1268,527,117,5,6864.64,13.51
3889,1589,132,1,24069.38,25.48
4190,1709,106,1,4991.02,30.48
3304,1353,411,6,1070.6,10.93
2755,1123,373,1,3533.22,12.14
2555,1039,12,6,8050.27,36.74
1161,479,290,6,23015.81,4.04
94,37,305,5,3103.03,16.15
1866,765,525,3,27357.28,3.35
3364,1372,404,4,7504.44,34.03
475,201,230,3,10685.87,31.16
4071,1661,524,2,3473.32,6.91
3646,1490,237,1,18102.34,23.15
384,159,134,-2,20289.1,38.88
711,293,352,6,9684.79,26.94
299,123,41,5,23199.87,10.74
2224,907,74,6,5965.67,14.83
169,69,85,6,28597.35,3.93
4349,1773,129,2,5194.82,2.37
3992,1633,192,6,4889.3,5.9
4151,1696,79,4,21361.45,33.15
2019,825,313,4,28834.83,14.7
1817,750,22,5,5678.52,35.79
452,190,255,2,22889.63,17.48
4610,1874,417,3,11218.59,31.66
4438,1811,372,1,6102.61,35.1
4604,1871,130,6,17880.0,25.57
1146,475,317,4,7858.24,13.99
1447,596,184,1,10072.43,24.88
1557,636,264,4,3115.24,28.74
1591,651,215,3,8182.02,0.53
1664,682,526,6,16979.87,2.87
900,374,398,6,28377.37,15.97
4191,1710,497,5,28183.77,25.5
4282,1747,482,5,19175.24,16.1
3929,1607,424,1,16626.93,12.36
4681,1904,259,4,12580.04,1.48
3021,1238,79,3,14295.0,15.63
3988,1630,55,1,19737.98,29.31
4164,1700,322,1,3585.36,36.26
4059,1657,79,1,2844.52,10.04
798,332,279,3,13737.23,36.87
3825,1562,183,4,27092.72,5.58
2609,1061,533,5,29660.5,14.85
4132,1689,305,3,14377.61,6.29
53,21,202,4,21965.01,1.58
2002,816,452,1,23443.18,13.19
1960,800,226,3,15061.77,8.28
2270,928,172,6,16556.28,13.11
4500,1831,186,4,10927.15,26.98
3428,1398,292,3,18035.38,11.37
3080,1262,55,1,14007.19,38.64
3438,1403,362,3,10152.74,33.23
1158,478,388,5,3402.84,3.48
491,206,23,2,28688.83,30.02
3113,1275,276,3,13305.09,17.08
2334,952,151,1,19121.73,3.25
911,377,199,5,26201.75,0.15
893,371,178,1,8952.57,26.51
3858,1577,129,1,22148.02,13.68
3751,1532,501,4,23380.29,10.94
1331,553,194,2,5564.29,35.29
804,333,362,3,14160.77,1.51
3376,1376,88,6,21017.99,27.21
4166,1700,135,3,27940.08,20.43
4534,1844,398,3,14514.98,1.92
4795,1954,347,5,8444.42,27.58
4467,1820,354,1,27820.82,22.79
683,278,492,2,8355.72,38.46
3513,1434,236,6,599.27,34.6
2711,1105,415,4,20248.23,8.72
1943,793,286,2,20286.56,19.55
2149,876,331,5,2096.39,29.56
3510,1433,474,1,29146.99,3.33
4736,1930,536,6,15936.53,6.87
4415,1799,449,1,10497.45,9.86
218,89,175,6,6546.01,24.08
4005,1638,458,1,14947.54,10.02
2114,863,100,6,18823.66,4.09
3002,1226,259,1,27335.82,9.47
3172,1299,111,1,22561.69,32.58
1234,508,29,2,15856.37,5.89
1975,804,455,5,206.19,37.62
1074,441,72,5,12337.18,21.75
4386,1788,547,5,19490.85,10.33
2013,822,418,5,3660.08,22.43
3789,1548,68,5,1006.6,32.4
2717,1108,493,4,18927.82,38.99
4039,1650,342,2,25720.94,35.8
4461,1819,522,5,7977.45,36.06
1464,603,183,1,821.6,8.36
2097,857,498,4,1480.57,0.93
2315,946,132,2,788.6,3.53
4063,1658,399,1,11390.83,34.6
1785,736,227,1,3268.41,39.62
2407,979,169,4,29269.86,9.07
4218,1721,292,1,13844.27,16.6
2148,875,109,4,2185.22,24.01
483,204,546,6,18461.0,35.21
2552,1037,103,6,14056.15,4.35
4418,1801,290,4,29666.0,20.49
3414,1394,541,5,2470.05,36.21
1596,652,144,6,132.58,28.69
262,109,286,1,18235.36,34.31
482,203,515,5,23382.09,10.64
164,67,226,6,15586.86,24.99
1030,424,89,6,11636.44,15.02
3051,1251,122,1,27531.24,34.39
3160,1294,154,6,569.44,5.86
1099,455,113,5,8818.12,33.85
4841,1973,46,2,12209.67,23.07
1428,589,151,5,28322.46,38.26
2854,1165,56,3,16833.83,19.64
1507,620,460,6,12705.82,36.86
3864,1578,425,5,24823.39,18.7
2488,1011,245,3,16661.57,16.78
3531,1442,245,1,2168.76,2.29
4256,1735,541,1,12283.26,6.44
4259,1737,82,5,6751.61,33.0
20,9,68,3,1801.4,16.24
1549,634,521,6,19065.35,31.75
322,132,336,2,10202.85,39.58
185,75,268,6,28868.35,25.75
1937,790,196,1,16972.66,18.88
3768,1539,363,6,25297.43,29.32
4758,1938,160,2,2007.82,3.43
3415,1394,43,2,15447.73,23.01
64,25,337,2,6087.69,27.4
3601,1473,51,6,12571.91,31.84
2726,1112,264,3,15655.06,30.4
6,2,200,4,12585.91,33.04
4067,1660,449,1,368.76,4.3
4061,1658,173,3,1518.63,32.72
3554,1454,210,3,25678.94,29.17
2278,931,320,2,18287.16,14.8
898,373,398,2,15124.04,37.3
4197,1712,111,6,21343.76,29.59
1873,767,509,4,2240.19,39.42
3683,1504,300,1,7108.95,14.66
816,337,292,2,8162.21,16.4
2049,836,83,3,12998.53,1.64
682,278,69,5,18298.83,6.18
4047,1652,80,1,8027.62,23.03
4774,1945,161,3,15072.46,39.76
982,404,303,1,25338.72,4.76
247,103,533,5,20137.38,24.1
4038,1650,465,4,29139.33,18.93
3670,1500,245,1,29889.72,20.15
3236,1327,354,2,11783.31,34.27
3366,1373,115,3,23498.53,28.35
4119,1684,163,6,1039.31,9.61
374,156,333,6,28928.13,31.57
2528,1029,123,5,21742.3,14.11
665,273,523,3,4628.86,36.11
547,226,339,2,453.28,34.31
4120,1685,498,6,27960.87,19.95
268,111,141,-3,23980.14,29.83
4107,1678,494,4,10077.91,24.6
4829,1968,261,2,3126.82,35.84
2367,963,517,1,11301.86,2.74
3347,1366,266,5,29176.16,29.78
341,140,339,5,24300.81,17.13
3822,1561,265,2,13212.34,0.58
4660,1895,223,4,4289.13,6.59
1735,707,202,6,27943.49,12.96
393,164,357,-6,9153.44,19.12
2275,929,319,5,17201.0,21.91
4230,1725,258,6,17751.27,29.71
1535,629,340,3,9914.84,10.75
1278,532,394,2,26022.23,25.64
1035,427,5,3,8920.06,20.85
695,285,406,-2,29532.4,2.3
567,234,493,6,435.0,3.34
283,116,475,6,20051.56,6.81
1980,806,428,4,27494.08,0.99
2425,986,19,6,1832.37,22.1
1016,419,436,4,6708.23,31.57
1848,761,350,4,4472.12,33.67
4904,1996,60,2,28905.93,3.99
3827,1562,214,3,3622.51,14.57
702,289,208,1,518.36,2.24
1688,690,214,3,27768.25,10.23
1534,629,538,2,371.87,26.91
3880,1586,126,5,17536.31,4.43
1352,561,21,3,10963.89,30.12
1182,486,455,5,14203.05,31.18
3615,1478,222,5,20831.69,15.87
761,317,47,5,18253.32,31.52
1491,613,90,6,8052.86,0.32
3129,1281,533,2,26866.76,33.32
4819,1964,182,6,19417.82,35.7
2302,941,196,5,3750.69,24.4
4029,1646,195,6,18556.33,14.13
3000,1225,371,6,5026.5,19.13
4388,1790,343,3,21426.54,2.47
3696,1508,320,6,7514.45,25.35
4424,1805,333,2,5444.92,6.27
4140,1692,308,5,2568.25,27.15
972,398,4,6,3919.0,7.39
2363,961,328,5,27434.16,15.45
3134,1284,239,2,19004.45,21.5
2329,950,114,5,7439.53,8.39
1174,484,215,3,14297.83,4.67
492,206,508,2,18526.76,17.16
136,55,139,2,6632.27,3.87
2393,973,349,1,6580.89,37.55
1416,583,179,2,28544.34,7.44
852,352,265,4,968.4,10.83
3979,1627,19,2,23221.17,19.44
2748,1120,41,4,15698.9,8.11
941,388,116,4,8740.36,18.33
1927,786,336,4,16408.43,9.88
4492,1829,499,6,14513.9,25.39
1213,501,474,4,10807.28,17.66
1650,675,238,4,12875.46,11.93
144,57,169,1,29423.08,22.87
1200,495,226,-1,27394.95,29.54
3876,1585,337,3,28661.69,36.55
1116,463,42,-1,17942.08,33.65
1463,603,19,2,23675.02,21.84
4901,1996,496,6,26355.02,32.74
1581,647,304,1,25456.1,8.07
1372,567,547,4,9308.03,10.5
3922,1604,58,4,5037.99,35.57
2378,967,128,1,3382.72,37.99
2518,1027,283,2,6971.37,28.85
915,378,64,1,16066.06,17.29
1360,563,48,4,6236.86,16.59
3386,1379,11,2,25258.61,14.05
263,109,330,1,23232.26,34.52
4709,1916,450,6,22921.37,1.27
3462,1411,531,1,16535.02,17.75
4621,1877,28,6,27879.49,24.49
2696,1098,328,4,3641.43,28.68
4128,1687,211,3,29503.58,12.45
4794,1953,230,5,28248.1,32.36
4769,1941,45,3,15001.43,7.67
3239,1328,15,2,28861.71,15.5
3120,1278,454,2,18392.45,28.63
4163,1700,257,4,10314.89,35.3
3702,1509,234,5,12672.25,18.24
1740,708,513,1,26918.42,20.61
3656,1493,341,3,24532.24,32.98
1296,540,367,5,5061.28,18.69
4744,1933,439,2,29611.0,33.43
3060,1253,95,5,19341.51,5.51
1007,414,141,3,5707.19,24.34
2891,1179,155,4,20445.66,30.54
4276,1744,545,1,16383.42,20.16
2693,1097,248,3,23751.82,35.78
2023,826,390,6,16514.3,21.46
3396,1384,371,2,27371.22,1.51
1021,421,138,6,10551.9,9.73
3189,1304,452,3,22066.19,23.31
107,43,416,5,7662.79,5.13
3073,1259,488,6,10676.48,17.4
1754,716,117,4,7482.27,24.07
2789,1136,147,4,9821.64,34.72
698,286,166,5,20510.82,32.52
1451,597,506,-4,22518.79,21.38
3299,1352,124,5,6454.55,34.26
849,352,146,4,10486.47,32.55
1048,432,243,3,26793.42,5.43
3246,1331,152,3,5461.41,8.12
1489,613,54,4,11947.18,9.55
4449,1814,123,2,15508.26,19.5
4110,1680,210,3,2379.26,21.09
4405,1797,110,4,6809.54,0.8
4594,1867,96,4,14592.21,28.83
2259,923,316,4,26041.68,8.53
1450,597,282,4,18307.12,31.19
2428,987,509,1,20155.74,6.63
502,210,320,5,9439.27,35.7
649,265,97,2,10170.64,24.61
512,213,301,4,20504.01,10.96
4284,1747,149,4,3392.04,21.01
4390,1790,329,3,29131.19,0.87
872,363,22,3,4574.64,4.52
4046,1652,314,2,8785.67,5.89
2269,927,358,2,28076.38,31.03
3762,1536,489,3,20600.57,30.95
2994,1221,485,6,18726.54,10.48
2216,905,20,6,749.9,3.18
2096,856,491,2,18046.96,18.63
2446,994,407,5,11798.67,38.18
1637,669,499,4,3136.68,6.83
2493,1013,387,5,7831.84,9.06
4198,1712,130,6,20691.02,16.58
674,275,118,1,25271.43,9.03
3273,1343,307,3,24851.09,17.87
1976,804,545,1,19346.55,37.93
2826,1152,499,1,23787.1,13.19
2722,1111,352,2,16056.44,35.42
3065,1254,199,-3,21512.47,22.94
4248,1732,301,2,8552.35,33.03
2001,816,31,1,28241.59,11.64
2033,830,327,1,21649.86,23.84
2079,848,472,4,3505.86,1.08
1979,805,269,6,13360.1,16.99
855,354,300,1,1848.84,32.57
2196,896,292,6,19387.18,26.68
2617,1063,151,1,4127.61,21.17
509,212,129,1,7871.17,14.9
63,24,547,6,23412.28,34.21
2996,1222,194,6,25761.47,6.89
3769,1539,119,2,5872.07,4.37
146,58,184,2,6009.58,11.8
1043,429,119,5,6974.51,12.68
3164,1295,463,3,17991.85,2.61
4307,1755,407,2,25572.71,11.74
3588,1467,486,3,10529.35,33.66
1968,802,145,1,19955.72,3.45
4719,1922,13,5,5582.16,28.63
4394,1793,126,1,9439.22,31.02
1910,780,544,6,21283.6,2.4
4593,1867,546,6,17459.95,24.26
4262,1738,139,1,1866.36,6.24
1929,787,290,2,19817.8,3.77
2818,1150,324,-6,18829.9,19.68
2766,1127,5,1,8693.09,31.55
827,342,140,1,25926.86,13.33
3093,1268,411,3,21405.66,3.27
1068,439,190,-3,24988.21,27.76
2754,1123,336,3,20564.49,0.78
2069,844,300,-5,8628.6,10.35
637,261,182,1,20039.16,7.29
3044,1249,281,5,14440.28,28.47
2039,833,113,3,4066.39,27.89
3725,1521,96,5,29330.14,9.8
2203,899,433,1,11592.35,26.49
836,346,517,6,24049.79,15.85
4002,1636,370,2,15704.99,31.17
1888,772,135,5,13168.88,31.3
815,337,249,6,7828.51,23.13
4633,1885,29,2,28335.77,37.47
4112,1681,358,5,5738.96,8.74
359,148,137,2,3876.23,24.26
3308,1355,360,1,7915.51,4.73
2661,1082,269,3,11752.79,12.59
1096,453,527,6,6495.43,15.17
1032,425,389,3,28699.91,24.54
2618,1064,439,3,6496.45,30.82
4551,1852,223,1,11876.58,15.6
4412,1799,162,5,27511.55,27.5
3538,1444,392,-3,7902.7,7.2
708,291,353,1,18175.1,6.69
746,308,115,3,19406.59,1.87
1558,637,107,3,16915.31,13.58
2844,1161,24,4,23220.44,1.49
3684,1505,311,2,14223.51,39.03
2157,880,139,6,21908.46,22.5
2768,1128,307,2,12444.94,27.73
1879,770,402,3,11638.5,18.77
4866,1982,341,3,864.3,9.8
2973,1212,269,3,17825.46,33.67
1492,614,12,2,17811.72,39.54
1764,723,253,3,28647.72,30.79
197,79,482,4,23783.6,34.52
2656,1079,320,1,10320.0,3.44
4054,1655,541,4,19389.9,32.48
1149,476,188,4,213.42,15.68
2998,1224,206,4,19355.17,31.77
3144,1289,210,3,4070.32,39.68
2707,1104,198,5,7646.12,30.85
1190,490,219,4,4951.85,32.97
1959,800,345,5,16733.54,34.16
845,350,10,-2,9972.65,22.94
1004,413,503,3,17173.34,30.17
587,241,243,-2,2700.57,17.26
2369,964,211,6,27537.82,24.8
4595,1867,399,4,18458.53,25.82
3139,1287,17,6,8944.19,33.77
3660,1496,440,2,10728.9,24.22
3863,1578,442,1,16664.92,27.69
3610,1477,102,6,14255.97,6.82
2466,1002,10,4,9373.9,37.67
2218,905,214,1,19316.74,20.15
4917,4925,211,2,2702.54,6.43
4204,1716,76,3,17654.33,17.67
4600,1869,491,3,14552.84,9.48
1759,718,506,5,2310.01,10.04
4730,1926,298,1,6858.46,39.43
2902,1184,262,3,16991.63,23.1
4717,1921,496,5,10848.44,9.84
4456,1817,71,1,12503.75,12.14
2179,889,172,5,7028.21,15.35
274,114,112,4,2466.61,0.43
925,382,416,4,2939.66,1.74
390,162,207,1,9132.9,36.9
2104,859,405,3,24698.81,24.0
4287,1748,221,6,6352.62,22.26
3685,1505,151,6,20402.56,23.87
400,169,124,5,13450.08,28.92
3535,1443,264,6,11632.64,28.17
537,223,377,3,10222.32,5.83
4233,1725,363,5,12919.78,4.98
4275,1744,38,6,19864.46,30.04
3274,1343,133,1,9470.84,2.89
3037,1247,383,5,22306.57,14.24
4360,1779,412,1,18270.24,28.34
1117,463,528,3,7546.33,4.75
2133,870,321,4,2931.92,16.32
2963,1207,340,3,27256.43,20.85
2440,992,479,3,18424.94,16.05
1579,646,392,3,3284.69,7.01
958,393,20,6,14215.91,16.58
3680,1503,319,6,6470.05,8.2
2783,1135,135,2,26796.92,14.72
1401,579,306,2,11280.66,16.31
2690,1096,156,2,24372.44,32.91
2860,1168,427,6,19437.3,35.44
2497,1015,272,3,24858.04,13.45
824,341,136,2,403.8,12.07
4081,1664,30,3,14388.03,18.77
577,238,380,3,21297.87,28.16
3488,1423,328,1,18814.65,39.56
2819,1150,548,2,4785.99,7.63
2889,1179,342,6,18014.47,12.85
1041,428,220,1,14649.53,8.34
141,56,7,4,6569.12,16.47
1926,786,262,3,2102.52,13.91
3559,1456,522,4,8536.37,18.05
1085,448,189,3,19473.58,0.62
2373,965,311,6,19494.4,28.33
4089,1669,498,3,23936.24,3.48
3711,1513,109,6,20093.13,21.5
3519,1437,312,1,19608.12,2.59
1373,568,299,2,21567.1,23.65
214,87,219,4,23783.27,5.36
3055,1252,519,3,28298.25,38.84
971,397,141,3,10496.17,4.07
750,310,317,2,19910.79,37.81
1452,597,132,2,2064.1,38.75
2737,1116,502,4,21672.37,38.81
4767,1941,23,2,5111.53,7.73
1425,587,98,3,15883.62,7.58
3757,1534,104,2,26589.99,10.17
3616,1478,195,5,25656.15,16.49
458,193,266,1,27067.9,21.83
3517,1436,152,3,20533.78,16.49
3823,1561,451,1,14525.94,23.57
2962,1206,320,6,7711.76,30.53
1326,552,398,5,28535.56,35.77
1118,464,251,4,2974.03,35.3
29,12,42,2,9971.24,1.56
3727,1522,100,5,5064.93,14.69
4521,1838,158,-2,16549.21,25.79
4540,1847,93,4,28078.41,11.59
3264,1339,341,3,13604.59,11.29
4823,1965,153,2,28671.57,7.42
3076,1260,458,2,13882.62,26.49
361,150,533,2,14737.18,8.16
3281,1346,219,1,18408.68,19.15
2921,1190,538,4,9986.22,11.15
3831,1563,398,-4,17451.98,31.38
4228,1724,294,2,14724.64,1.36
4759,1939,124,5,8923.59,18.6
2926,1192,258,4,15526.38,1.09
1460,602,255,5,27662.58,1.88
3550,1452,438,6,22083.95,36.35
2890,1179,463,6,24959.36,6.68
3635,1486,499,2,13519.76,13.52
3809,1555,128,3,4116.57,12.34
856,354,424,3,16439.29,29.19
3604,1474,182,1,5047.19,25.32
4027,1645,5,3,10565.2,9.2
1869,766,153,2,2287.17,5.73
2349,957,51,1,26239.92,38.83
3597,1471,237,3,23812.1,24.92
705,290,525,4,1907.29,23.25
469,199,170,5,16834.7,20.19
4797,1955,264,3,27770.41,3.94
3138,1287,117,4,17183.87,15.43
4048,1653,341,4,5084.35,32.52
523,217,319,4,9548.56,2.69
420,179,18,5,27162.38,38.26
3708,1512,139,1,1035.38,1.55
4018,1642,200,6,4989.48,38.21
1620,660,456,4,9484.85,23.73
3693,1507,350,6,27888.84,32.34
2505,1021,411,4,28547.47,31.03
588,242,466,6,16816.13,34.91
2550,1036,227,4,7004.77,23.82
2247,918,326,5,28853.68,31.5
4804,1958,540,2,8301.26,27.82
2059,838,240,1,13001.47,0.81
1809,745,130,5,2958.65,26.23
1151,477,157,2,2389.99,37.06
2120,864,234,4,20733.85,3.15
2041,833,97,3,6886.58,2.59
4121,1685,469,4,25614.02,13.68
4532,1843,241,3,13017.38,14.93
1613,658,371,3,12488.15,21.95
4683,1905,354,6,22221.7,5.74
4409,1798,114,2,17312.03,28.26
1920,784,540,6,21128.2,19.35
395,165,482,1,17845.2,3.72
3894,1592,132,3,16199.95,38.18
3047,1250,493,4,7878.43,20.54
155,61,221,4,18367.37,31.79
1797,740,166,2,16611.2,7.24
4084,1666,325,1,24537.51,9.2
93,36,238,1,25259.87,22.01
1094,452,175,4,12197.64,30.3
4269,1741,324,2,22988.97,14.22
948,390,184,3,7654.61,20.8
3031,1242,473,-1,3332.04,27.25
4611,1875,484,3,24652.65,26.82
3250,1333,9,6,21991.31,9.11
905,375,116,3,28136.06,36.68
493,207,198,6,944.82,22.69
4578,1862,360,1,10218.71,4.44
487,205,367,6,18030.73,32.59
1711,698,256,2,15627.27,5.15
1946,794,438,1,17518.67,18.99
1395,577,16,5,4090.72,0.67
328,134,295,3,5905.37,25.13
16,8,110,2,25350.2,8.76
1518,624,440,3,3779.35,9.4
3737,1528,251,6,24507.43,22.42
4903,1996,161,6,17559.76,16.08
3312,1356,347,5,10906.75,39.39
1857,763,463,4,12679.53,17.12
1872,767,265,1,16656.95,32.06
69,26,71,1,26209.31,34.12
2787,1136,110,6,13531.47,23.7
4801,1956,436,6,7338.78,4.21
4253,1734,73,2,24960.3,0.67
3917,1601,192,2,27791.56,15.66
1121,465,154,1,7867.25,33.91
2614,1062,436,3,1458.47,26.75
3964,1619,388,5,15114.39,21.96
3963,1619,306,5,11651.42,21.87
2652,1077,129,6,28445.62,38.26
1938,790,9,6,24876.68,22.22
2091,854,103,2,11321.38,4.02
4561,1854,188,-4,19740.05,22.96
2381,968,496,2,28283.27,18.73
1062,437,279,1,4870.87,14.85
3458,1409,302,2,12202.25,11.68
919,379,518,3,26509.86,38.54
1909,779,80,1,8824.03,4.39
3329,1361,28,4,28164.33,15.24
632,259,105,2,2591.71,4.0
3838,1567,246,2,1038.47,2.04
1404,580,463,4,27812.66,2.35
3766,1538,249,4,25549.78,23.66
544,225,63,1,11672.04,9.88
2932,1193,531,1,29037.23,4.09
1602,654,372,5,28463.71,26.25
2554,1039,504,3,29092.79,0.51
4596,1868,537,4,15228.36,23.82
1495,616,380,5,17963.93,9.25
3985,1630,312,4,3495.64,39.05
2336,952,163,5,14707.49,21.5
1366,565,31,4,5685.89,2.45
4040,1650,400,6,25577.78,16.44
162,66,86,3,2896.74,10.45
4100,1673,504,3,25577.79,34.08
4897,1995,362,2,11248.68,22.27
3653,1492,425,2,7206.64,37.37
2692,1097,398,5,2865.41,28.05
2917,1189,486,2,12950.42,18.32
2215,905,54,6,9759.98,14.03
468,198,87,2,15040.56,32.69
542,224,502,2,26041.53,22.2
1892,774,141,3,15640.6,27.92
448,189,542,4,19476.0,7.95
975,400,253,5,9697.45,27.0
3527,1441,230,2,18864.83,22.62
337,138,90,1,5402.01,15.32
1670,685,31,5,17595.76,28.28
2355,958,448,4,27948.71,32.99
4299,1753,369,4,24866.72,20.15
1982,807,358,5,13820.03,27.9
4229,1724,267,4,6116.68,9.76
3339,1364,417,5,16127.62,25.63
4099,1672,298,4,17818.03,25.61
3412,1392,142,4,25573.36,23.48
2887,1178,177,5,14172.97,36.18
2697,1098,398,2,11856.72,32.46
2794,1139,8,5,13809.34,27.23
1773,730,77,5,13140.58,33.97
3215,1317,442,1,1997.82,3.27
847,351,260,4,2124.85,27.69
764,317,363,6,24726.44,22.14
4565,1856,70,5,21041.5,25.85
4313,1759,398,4,11322.83,7.16
3765,1538,274,2,17238.9,6.21
1894,774,138,1,16709.47,33.64
2309,944,350,1,796.48,34.82
3919,1602,404,3,11829.65,11.6
1318,549,57,4,26122.22,15.64
1964,801,213,1,28496.29,27.71
3956,1616,17,5,17420.51,13.37
965,395,490,2,12821.56,7.13
2433,989,432,6,13121.17,38.85
4544,1848,389,4,21905.92,18.98
2515,1024,283,5,4210.92,34.6
3885,1588,93,1,29642.67,32.67
2004,817,406,3,16078.06,17.66
2538,1033,461,2,19408.35,28.33
